,Id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag
162875,162876,8996089,71,5,single,rented,no,Librarian,Bhilai,Chhattisgarh,5,12,0
88425,88426,5544342,73,4,single,owned,no,Mechanical_engineer,Ghaziabad,Uttar_Pradesh,4,12,0
241693,241694,3532125,42,11,single,rented,no,Engineer,Berhampur,Odisha,6,10,1
18223,18224,228131,30,5,single,rented,no,Technician,Kakinada,Andhra_Pradesh,5,12,1
103125,103126,5897750,76,14,single,rented,no,Chef,Anand,Gujarat,5,11,0
124013,124014,2162609,42,0,single,rented,no,Consultant,Gwalior,Madhya_Pradesh,0,12,1
165745,165746,2585890,58,2,single,rented,no,Civil_engineer,Jodhpur,Rajasthan,2,14,0
245741,245742,774273,52,4,single,rented,no,Software_Developer,Saharanpur,Uttar_Pradesh,4,11,1
8781,8782,4697227,53,5,single,rented,no,Air_traffic_controller,Kamarhati,West_Bengal,5,13,1
218406,218407,5524637,79,18,single,rented,yes,Petroleum_Engineer,Dhule,Maharashtra,8,13,1
208608,208609,7961910,45,19,married,rented,no,Scientist,Tirupati[21][22],Andhra_Pradesh,14,13,1
208755,208756,7234302,31,1,single,rented,no,Chef,Haridwar,Uttarakhand,1,11,0
162340,162341,549476,47,1,single,rented,no,Fashion_Designer,Dhule,Maharashtra,1,10,1
224027,224028,8892200,35,3,single,rented,yes,Consultant,Sambhal,Uttar_Pradesh,3,11,0
116638,116639,3748391,38,14,single,owned,no,Surveyor,Hospet,Karnataka,10,10,0
73775,73776,1044096,72,3,single,rented,no,Fashion_Designer,Pimpri-Chinchwad,Maharashtra,3,10,0
34054,34055,5522087,58,4,single,rented,yes,Librarian,Chapra,Bihar,4,13,1
192053,192054,5156318,72,4,single,rented,no,Consultant,Tirunelveli,Tamil_Nadu,4,14,0
162722,162723,2636544,39,0,single,rented,no,Computer_hardware_engineer,Vellore,Tamil_Nadu,0,11,0
154084,154085,9335221,72,15,single,rented,no,Politician,Arrah,Bihar,4,10,0
178539,178540,8927753,25,17,single,rented,yes,Comedian,Raipur,Chhattisgarh,13,13,1
100624,100625,3898559,75,15,single,rented,no,Surgeon,Amaravati,Andhra_Pradesh,5,13,0
221442,221443,3369690,72,0,single,rented,yes,Official,Bhiwani,Haryana,0,10,0
100787,100788,6685208,76,17,single,rented,no,Statistician,Anand,Gujarat,14,13,0
66245,66246,9951774,40,12,single,rented,no,Hotel_Manager,Secunderabad,Telangana,7,12,0
191736,191737,7779778,27,11,single,rented,no,Engineer,Rohtak,Haryana,8,12,0
43338,43339,6305461,41,11,single,rented,yes,Air_traffic_controller,Mirzapur,Uttar_Pradesh,7,14,1
167547,167548,6415225,54,13,single,rented,no,Flight_attendant,Firozabad,Uttar_Pradesh,3,13,0
167110,167111,474864,73,14,married,rented,no,Psychologist,Raebareli,Uttar_Pradesh,9,12,0
160678,160679,3864475,44,14,single,rented,no,Official,Cuttack,Odisha,10,11,0
11336,11337,2265601,72,16,single,rented,no,Comedian,Buxar[37],Bihar,5,12,0
211040,211041,8576968,35,18,single,rented,no,Drafter,Ambattur,Tamil_Nadu,5,12,0
49583,49584,9829765,31,14,single,rented,no,Physician,Dewas,Madhya_Pradesh,12,14,0
226585,226586,5147721,35,14,single,rented,yes,Biomedical_Engineer,Solapur,Maharashtra,13,11,1
126742,126743,1052130,29,16,single,rented,no,Police_officer,Jehanabad[38],Bihar,3,14,0
242660,242661,7277978,77,4,single,rented,no,Politician,Jamshedpur,Jharkhand,4,11,1
107615,107616,1524812,22,8,married,rented,no,Artist,Ajmer,Rajasthan,4,13,0
80882,80883,2911820,27,11,single,rented,yes,Industrial_Engineer,Ahmednagar,Maharashtra,11,10,0
160419,160420,7164498,70,18,single,rented,no,Magistrate,Jhansi,Uttar_Pradesh,10,14,0
189951,189952,5472585,63,17,married,rented,no,Computer_operator,Ramagundam[27],Telangana,6,11,0
52883,52884,6467565,26,0,single,rented,no,Web_designer,Saharanpur,Uttar_Pradesh,0,12,0
76278,76279,1585215,64,9,single,rented,no,Politician,Karnal,Haryana,9,10,0
102905,102906,5294136,72,15,single,rented,no,Scientist,Jodhpur,Rajasthan,7,12,0
41616,41617,8176357,45,4,single,rented,no,Scientist,Vasai-Virar,Maharashtra,4,13,0
55378,55379,6387025,34,20,single,rented,no,Design_Engineer,Kanpur,Uttar_Pradesh,9,11,0
194888,194889,4912024,63,20,single,rented,yes,Consultant,Raiganj,West_Bengal,4,14,0
165082,165083,9241052,69,2,single,rented,yes,Dentist,Thanjavur,Tamil_Nadu,2,13,1
30182,30183,8039588,41,2,single,rented,no,Air_traffic_controller,Gandhinagar,Gujarat,2,11,0
171708,171709,5456621,60,16,single,rented,no,Analyst,Rewa,Madhya_Pradesh,9,13,0
189521,189522,1000979,41,19,single,rented,yes,Physician,Tezpur,Assam,5,13,0
193762,193763,2780996,72,4,single,rented,no,Statistician,Tadepalligudem,Andhra_Pradesh,4,12,0
27328,27329,4888019,73,14,single,rented,no,Army_officer,Guntakal,Andhra_Pradesh,11,10,0
32753,32754,2562525,54,8,single,rented,yes,Software_Developer,Loni,Uttar_Pradesh,8,11,0
151591,151592,7962325,61,17,single,rented,no,Surveyor,Bhopal,Madhya_Pradesh,12,12,0
242676,242677,9834211,46,3,single,rented,no,Surveyor,Siliguri,West_Bengal,3,13,0
232977,232978,8687638,45,15,single,rented,no,Chef,Satna,Madhya_Pradesh,8,12,0
60922,60923,3926552,21,4,single,owned,no,Design_Engineer,Nashik,Maharashtra,4,12,0
100346,100347,754974,32,9,single,rented,no,Secretary,Hapur,Uttar_Pradesh,9,13,0
176321,176322,1489858,24,16,single,owned,yes,Lawyer,Phagwara,Punjab,11,14,0
245975,245976,160894,77,1,single,owned,no,Statistician,Khandwa,Madhya_Pradesh,1,14,0
152455,152456,785836,54,0,single,rented,no,Civil_servant,Danapur,Bihar,0,14,0
151698,151699,6800688,78,5,single,rented,no,Graphic_Designer,Mango,Jharkhand,5,14,0
170267,170268,8856107,53,20,single,rented,no,Civil_engineer,Panchkula,Haryana,8,12,0
132732,132733,384955,74,20,single,rented,no,Economist,Dharmavaram,Andhra_Pradesh,9,13,0
205741,205742,5397462,39,12,single,rented,yes,Fashion_Designer,Gulbarga,Karnataka,12,13,0
213956,213957,4559963,57,7,single,rented,yes,Computer_operator,Kolhapur,Maharashtra,7,10,0
165549,165550,8256546,65,19,single,rented,no,Mechanical_engineer,Bellary,Karnataka,11,12,0
152364,152365,4881021,76,18,married,rented,no,Designer,Adoni,Andhra_Pradesh,9,13,0
16420,16421,6220011,57,19,single,owned,no,Engineer,Phusro,Jharkhand,14,14,0
101708,101709,3862781,40,10,single,rented,no,Secretary,Jalgaon,Maharashtra,5,12,0
133367,133368,3459394,53,8,single,rented,yes,Fashion_Designer,Hospet,Karnataka,5,12,0
124954,124955,9493120,63,19,single,rented,no,Hotel_Manager,Nagercoil,Tamil_Nadu,12,11,0
116846,116847,1349987,37,13,single,owned,no,Army_officer,Dehri[30],Bihar,8,11,0
215933,215934,432658,52,13,single,rented,no,Police_officer,Sambalpur,Odisha,13,10,0
142875,142876,9376698,53,2,married,rented,no,Software_Developer,Kharagpur,West_Bengal,2,14,0
240281,240282,7907000,45,15,single,rented,no,Chef,Nizamabad,Telangana,10,14,0
6599,6600,5646079,40,9,single,rented,no,Firefighter,Ghaziabad,Uttar_Pradesh,9,10,0
185987,185988,5017077,60,7,single,norent_noown,no,Software_Developer,Katihar,Bihar,7,13,0
83145,83146,4971595,54,8,single,owned,no,Dentist,Nagpur,Maharashtra,8,13,0
217854,217855,8929650,21,8,married,rented,yes,Surgeon,Rajahmundry[19][20],Andhra_Pradesh,8,12,0
103322,103323,9420845,27,3,married,rented,no,Chef,Raichur,Karnataka,3,13,0
78519,78520,6889141,62,13,single,rented,yes,Secretary,Phusro,Jharkhand,10,13,0
79684,79685,9776427,77,7,single,rented,yes,Lawyer,Shahjahanpur,Uttar_Pradesh,5,10,0
49836,49837,608319,21,10,single,rented,no,Official,Bilaspur,Chhattisgarh,5,11,0
196201,196202,5638906,46,3,married,rented,yes,Firefighter,Serampore,West_Bengal,3,13,0
92029,92030,6360265,31,18,single,rented,no,Scientist,Mumbai,Maharashtra,3,11,0
21298,21299,2461995,65,11,single,rented,no,Computer_operator,Sasaram[30],Bihar,11,11,0
184476,184477,8006236,49,6,single,rented,no,Secretary,Surendranagar_Dudhrej,Gujarat,6,10,0
22068,22069,1139981,60,12,single,rented,no,Civil_engineer,Ambattur,Tamil_Nadu,12,12,1
168802,168803,7503751,27,17,single,rented,no,Statistician,Adoni,Andhra_Pradesh,8,14,1
82253,82254,6474294,48,9,single,rented,no,Comedian,Amritsar,Punjab,8,13,0
107075,107076,1429643,24,11,single,rented,no,Civil_servant,Ozhukarai,Puducherry,11,10,0
237271,237272,4713069,47,6,single,rented,no,Architect,Ballia,Uttar_Pradesh,6,10,0
146771,146772,1538951,73,9,single,rented,yes,Geologist,Panchkula,Haryana,9,10,0
96458,96459,637100,58,3,single,rented,yes,Geologist,Kottayam,Kerala,3,11,0
61972,61973,110437,41,8,single,rented,no,Police_officer,Gopalpur,West_Bengal,8,12,1
147073,147074,3658284,57,0,single,rented,yes,Fashion_Designer,Jammu[16],Jammu_and_Kashmir,0,11,0
120559,120560,8353567,55,14,single,owned,no,Financial_Analyst,Vellore,Tamil_Nadu,3,12,0
140977,140978,3662229,39,0,single,rented,no,Civil_engineer,Buxar[37],Bihar,0,14,0
160217,160218,9737452,41,1,married,rented,no,Graphic_Designer,Agartala,Tripura,1,12,0
179013,179014,6443249,69,18,single,rented,no,Firefighter,Ambala,Haryana,6,10,0
127947,127948,1716587,37,0,single,rented,no,Economist,Chandigarh_city,Chandigarh,0,11,0
180722,180723,5022817,58,6,single,rented,yes,Technology_specialist,"Khora,_Ghaziabad",Uttar_Pradesh,6,13,0
178888,178889,7002478,38,20,married,rented,no,Secretary,Sambalpur,Odisha,5,13,0
57459,57460,3781553,56,16,single,rented,no,Firefighter,Ahmedabad,Gujarat,11,14,0
67670,67671,4646074,77,16,single,rented,no,Software_Developer,Guwahati,Assam,6,13,0
23006,23007,305527,60,14,single,rented,no,Artist,Chapra,Bihar,14,14,0
159959,159960,6733662,60,20,single,rented,no,Army_officer,Jaipur,Rajasthan,12,11,0
218781,218782,633118,67,17,single,rented,no,Hotel_Manager,Bokaro,Jharkhand,7,12,0
58939,58940,5785401,27,20,single,rented,no,Firefighter,Ambala,Haryana,8,13,0
92172,92173,5615027,23,14,single,rented,yes,Civil_engineer,Dehradun,Uttarakhand,14,14,0
232754,232755,5914157,60,16,single,rented,no,Statistician,Alwar,Rajasthan,13,14,0
8150,8151,2307941,32,18,single,norent_noown,no,Design_Engineer,Durgapur,West_Bengal,13,10,0
135671,135672,4758365,66,8,married,rented,no,Software_Developer,Bikaner,Rajasthan,8,11,0
226955,226956,3669833,60,20,single,rented,yes,Technical_writer,Kadapa[23],Andhra_Pradesh,3,10,0
35666,35667,4386483,37,0,single,rented,no,Secretary,New_Delhi,Delhi,0,11,0
12333,12334,5660425,55,3,single,rented,no,Hotel_Manager,Hosur,Tamil_Nadu,3,13,0
37673,37674,9937676,61,3,single,rented,no,Technology_specialist,Agartala,Tripura,3,11,0
77245,77246,9840980,67,20,married,norent_noown,no,Fashion_Designer,Naihati,West_Bengal,10,11,0
167100,167101,1926471,69,18,single,rented,no,Industrial_Engineer,Medininagar,Jharkhand,4,13,0
137832,137833,2813026,68,17,single,rented,yes,Analyst,Guntakal,Andhra_Pradesh,5,14,0
67676,67677,4298965,22,10,single,rented,no,Technical_writer,Panvel,Maharashtra,10,14,0
204800,204801,3132419,39,9,single,rented,yes,Statistician,Baranagar,West_Bengal,8,13,0
70950,70951,8419826,31,0,single,rented,no,Geologist,Raiganj,West_Bengal,0,14,1
147038,147039,9179456,43,15,single,rented,no,Army_officer,Bellary,Karnataka,7,11,0
58462,58463,8364348,70,8,single,norent_noown,no,Web_designer,Bhusawal,Maharashtra,5,13,0
75514,75515,3179384,34,11,married,rented,no,Librarian,Amravati,Maharashtra,7,14,0
235109,235110,8767942,30,19,single,rented,no,Politician,Surendranagar_Dudhrej,Gujarat,13,14,1
10339,10340,2050096,42,1,single,rented,no,Technology_specialist,Bhalswa_Jahangir_Pur,Delhi,1,11,0
163186,163187,3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0
19147,19148,6247448,43,7,single,rented,no,Economist,Thrissur,Kerala,6,11,0
26314,26315,1452586,65,11,single,rented,no,Air_traffic_controller,Avadi,Tamil_Nadu,11,10,0
7759,7760,3456424,76,8,single,rented,no,Surveyor,Raurkela_Industrial_Township,Odisha,8,13,0
243235,243236,4590264,44,5,single,rented,no,Petroleum_Engineer,Suryapet,Telangana,5,13,0
40041,40042,7710303,41,12,single,rented,yes,Comedian,Motihari[34],Bihar,4,14,0
157533,157534,9328308,53,4,single,rented,no,Biomedical_Engineer,Alappuzha,Kerala,4,13,1
31926,31927,4791888,69,13,single,rented,no,Chemical_engineer,Rajpur_Sonarpur,West_Bengal,3,12,0
33435,33436,3468270,68,12,single,norent_noown,yes,Dentist,Rourkela,Odisha,6,14,0
10945,10946,7977722,69,19,married,rented,no,Flight_attendant,Morbi,Gujarat,14,12,0
174006,174007,4754357,25,0,single,rented,no,Lawyer,Pondicherry,Puducherry,0,12,0
92523,92524,3086136,60,9,single,rented,no,Dentist,Chandigarh_city,Chandigarh,6,13,0
99188,99189,394382,64,6,single,rented,yes,Police_officer,Bathinda,Punjab,6,13,0
42755,42756,7293772,58,6,single,rented,no,Computer_operator,Rajpur_Sonarpur,West_Bengal,6,11,0
247200,247201,1162455,61,13,single,rented,yes,Firefighter,Bally,West_Bengal,10,11,0
89984,89985,8103399,69,20,single,rented,no,Computer_hardware_engineer,Bilaspur,Chhattisgarh,13,10,0
248341,248342,3309587,64,3,single,rented,no,Consultant,Coimbatore,Tamil_Nadu,3,12,0
92609,92610,8025541,53,9,married,rented,no,Chemical_engineer,Ghaziabad,Uttar_Pradesh,7,14,0
183909,183910,9282569,77,10,single,rented,yes,Drafter,Anand,Gujarat,10,14,0
45028,45029,9544863,61,20,single,owned,no,Architect,Agartala,Tripura,14,14,0
123581,123582,8557058,33,2,single,rented,no,Industrial_Engineer,Deoghar,Jharkhand,2,14,1
184776,184777,5072054,56,5,single,rented,no,Statistician,Kumbakonam,Tamil_Nadu,5,14,0
167270,167271,2213599,39,4,single,rented,no,Police_officer,Bhalswa_Jahangir_Pur,Delhi,4,13,0
96354,96355,3469743,78,17,single,rented,no,Mechanical_engineer,Ballia,Uttar_Pradesh,8,10,0
209031,209032,9811019,39,13,single,rented,no,Psychologist,Barasat,West_Bengal,9,11,0
150310,150311,6904654,32,13,single,rented,no,Analyst,Barasat,West_Bengal,11,10,0
106314,106315,9400836,58,5,single,rented,yes,Consultant,Bulandshahr,Uttar_Pradesh,5,13,0
56725,56726,5360758,50,15,married,rented,yes,Air_traffic_controller,Guntur[13],Andhra_Pradesh,6,11,0
71357,71358,1117607,53,13,married,rented,yes,Mechanical_engineer,Chandigarh_city,Chandigarh,6,10,0
189232,189233,3308198,76,10,single,rented,yes,Economist,Morena,Madhya_Pradesh,4,14,0
47904,47905,3410377,51,18,single,rented,no,Economist,Kadapa[23],Andhra_Pradesh,5,13,0
160640,160641,2588052,79,14,single,rented,no,Petroleum_Engineer,Gaya,Bihar,3,13,0
190656,190657,371671,34,6,single,rented,no,Statistician,Kalyan-Dombivli,Maharashtra,6,12,0
198472,198473,750679,73,6,single,owned,no,Web_designer,Pimpri-Chinchwad,Maharashtra,5,13,0
180265,180266,9223610,27,6,single,rented,no,Magistrate,Tirunelveli,Tamil_Nadu,6,14,0
191541,191542,5345253,61,7,single,rented,no,Petroleum_Engineer,Uluberia,West_Bengal,3,13,0
175791,175792,8613547,77,17,single,rented,yes,Statistician,Karaikudi,Tamil_Nadu,13,14,0
102065,102066,1005797,34,10,single,owned,no,Statistician,Junagadh,Gujarat,10,10,0
11949,11950,6894894,27,7,single,rented,no,Librarian,Vasai-Virar,Maharashtra,7,13,0
164291,164292,2499276,21,0,single,rented,no,Physician,Dhanbad,Jharkhand,0,12,1
12763,12764,6699313,58,6,single,rented,no,Librarian,Bhopal,Madhya_Pradesh,6,10,0
191038,191039,9962662,79,19,single,rented,no,Microbiologist,Amritsar,Punjab,7,11,0
48104,48105,1537256,29,5,single,rented,yes,Biomedical_Engineer,Bathinda,Punjab,5,14,0
176450,176451,2521525,49,20,single,rented,no,Civil_servant,Malda,West_Bengal,8,10,0
2930,2931,2755203,64,15,single,rented,no,Aviator,Nanded,Maharashtra,11,12,1
16074,16075,7567805,43,12,single,rented,yes,Dentist,Bulandshahr,Uttar_Pradesh,12,12,0
221381,221382,4347598,35,0,single,rented,no,Software_Developer,Dehri[30],Bihar,0,10,0
199221,199222,5370658,56,11,single,rented,yes,Statistician,Kolkata,West_Bengal,11,13,0
199363,199364,9307114,27,15,single,rented,yes,Chartered_Accountant,Avadi,Tamil_Nadu,13,10,1
220665,220666,1508436,77,12,single,norent_noown,no,Web_designer,Jodhpur,Rajasthan,4,12,0
191665,191666,5705605,28,5,single,rented,yes,Hotel_Manager,Pondicherry,Puducherry,5,11,0
5905,5906,9368529,59,7,single,rented,no,Designer,Dibrugarh,Assam,7,10,1
124063,124064,2154544,45,5,single,rented,no,Graphic_Designer,Bhagalpur,Bihar,4,14,0
191421,191422,5017077,60,7,single,norent_noown,no,Software_Developer,Katihar,Bihar,7,13,0
161559,161560,1406166,56,8,single,rented,yes,Physician,Ratlam,Madhya_Pradesh,8,13,0
157264,157265,5532605,23,19,single,owned,no,Statistician,Baranagar,West_Bengal,6,14,0
89206,89207,601404,47,20,single,rented,no,Petroleum_Engineer,Navi_Mumbai,Maharashtra,8,10,1
208073,208074,2467568,48,5,single,rented,no,Computer_operator,Raiganj,West_Bengal,5,11,0
123655,123656,1005797,34,10,single,owned,no,Statistician,Junagadh,Gujarat,10,10,1
30538,30539,8652362,57,3,single,rented,no,Scientist,Nashik,Maharashtra,3,14,0
192924,192925,927040,72,0,single,owned,yes,Aviator,Ranchi,Jharkhand,0,13,0
28391,28392,3268962,23,18,single,rented,no,Software_Developer,Mehsana,Gujarat,11,13,0
11876,11877,411534,76,8,married,rented,no,Civil_servant,Phusro,Jharkhand,8,11,0
249321,249322,2302095,69,9,single,rented,no,Petroleum_Engineer,Kota[6],Rajasthan,5,14,0
52956,52957,4139062,31,11,single,rented,no,Industrial_Engineer,Sonipat,Haryana,11,13,0
52535,52536,7068566,49,9,single,rented,no,Designer,Singrauli,Madhya_Pradesh,9,11,0
235349,235350,7973408,73,0,single,rented,yes,Chef,Belgaum,Karnataka,0,10,0
141096,141097,3528671,72,2,single,rented,no,Politician,Bhavnagar,Gujarat,2,10,0
128084,128085,8105757,41,5,single,rented,no,Surgeon,Bardhaman,West_Bengal,4,11,0
194774,194775,8500708,28,3,single,rented,no,Statistician,Belgaum,Karnataka,3,12,0
111908,111909,6813139,78,3,single,rented,no,Politician,Tirunelveli,Tamil_Nadu,3,12,0
73190,73191,6973514,67,20,single,rented,no,Dentist,Thoothukudi,Tamil_Nadu,4,13,0
137379,137380,5004535,78,5,single,rented,no,Computer_operator,Gandhidham,Gujarat,5,10,0
111182,111183,2030566,42,8,single,rented,no,Statistician,Bihar_Sharif,Bihar,4,14,0
74295,74296,3584197,58,11,single,rented,no,Software_Developer,Srikakulam,Andhra_Pradesh,11,10,0
197278,197279,5850867,30,1,married,rented,yes,Consultant,Mahbubnagar,Telangana,1,10,0
29053,29054,2136279,37,17,single,norent_noown,no,Dentist,Malda,West_Bengal,5,10,0
129265,129266,8915216,25,19,single,rented,no,Computer_operator,Bhopal,Madhya_Pradesh,5,10,0
228878,228879,6876421,44,20,single,rented,yes,Official,Shimla,Himachal_Pradesh,11,12,0
240614,240615,5766398,67,6,single,rented,no,Engineer,Proddatur,Andhra_Pradesh,6,12,0
197307,197308,8892861,26,8,single,rented,yes,Psychologist,Kharagpur,West_Bengal,4,14,0
37764,37765,6555332,56,20,single,owned,no,Magistrate,Naihati,West_Bengal,4,10,0
96617,96618,9013759,50,10,single,rented,yes,Architect,Hazaribagh,Jharkhand,6,13,0
123750,123751,4609641,26,17,single,rented,no,Comedian,Satna,Madhya_Pradesh,9,10,1
192729,192730,9557082,70,0,married,rented,yes,Financial_Analyst,Bharatpur,Rajasthan,0,13,0
188704,188705,3847938,70,9,single,rented,no,Geologist,Jalgaon,Maharashtra,9,13,0
118090,118091,1333187,31,10,single,rented,yes,Flight_attendant,Karawal_Nagar,Delhi,10,14,0
91202,91203,7770002,25,3,single,owned,yes,Technology_specialist,Ambala,Haryana,3,13,0
42262,42263,1702499,73,12,single,rented,no,Secretary,Ambattur,Tamil_Nadu,12,14,0
159182,159183,682554,57,9,single,rented,no,Financial_Analyst,Katni,Madhya_Pradesh,9,14,0
147780,147781,7733758,27,20,single,rented,no,Official,Baranagar,West_Bengal,4,11,0
207876,207877,6184989,37,18,single,rented,no,Chef,Shivpuri,Madhya_Pradesh,5,10,0
247987,247988,1114663,44,1,married,rented,yes,Analyst,Faridabad,Haryana,1,13,0
134041,134042,1886204,59,0,married,rented,yes,Army_officer,Siwan[32],Bihar,0,10,0
88186,88187,5413550,53,18,single,owned,yes,Aviator,Junagadh,Gujarat,12,12,0
94848,94849,5126123,41,1,single,rented,no,Psychologist,Malda,West_Bengal,1,12,1
62430,62431,2860021,23,17,single,norent_noown,no,Biomedical_Engineer,Jhansi,Uttar_Pradesh,11,13,0
221697,221698,2812902,66,18,single,norent_noown,no,Mechanical_engineer,Dindigul,Tamil_Nadu,11,14,0
30151,30152,9899126,68,2,single,rented,no,Chef,Machilipatnam,Andhra_Pradesh,2,12,0
165429,165430,1927409,73,15,married,rented,no,Civil_servant,Anantapuram[24],Andhra_Pradesh,4,12,0
80643,80644,8757398,31,6,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,6,14,0
232736,232737,7007064,36,7,single,rented,no,Microbiologist,Mysore[7][8][9],Karnataka,7,14,0
93349,93350,6171221,56,18,single,rented,no,Graphic_Designer,Bareilly,Uttar_Pradesh,9,10,0
185444,185445,1950787,53,12,married,rented,no,Technical_writer,Hazaribagh,Jharkhand,7,12,0
162615,162616,4388557,43,8,single,rented,no,Geologist,Bharatpur,Rajasthan,7,13,0
246308,246309,6708448,56,19,single,rented,yes,Statistician,Patiala,Punjab,7,13,0
7637,7638,3450249,67,6,single,norent_noown,no,Web_designer,Junagadh,Gujarat,6,13,0
154217,154218,7571507,74,17,single,rented,no,Official,Sambalpur,Odisha,3,12,0
37121,37122,4226644,43,10,single,rented,yes,Magistrate,Surat,Gujarat,4,14,0
138014,138015,4283018,74,13,single,rented,no,Lawyer,Junagadh,Gujarat,3,13,0
845,846,6794531,68,20,single,rented,no,Hotel_Manager,Vadodara,Gujarat,14,10,1
203218,203219,7932088,41,20,married,rented,no,Technology_specialist,Ambattur,Tamil_Nadu,5,11,0
251168,251169,5111639,68,12,single,rented,no,Surgeon,Coimbatore,Tamil_Nadu,10,11,1
102363,102364,5218820,76,14,single,owned,no,Civil_servant,Karimnagar,Telangana,12,14,0
38819,38820,3468270,68,12,single,norent_noown,yes,Dentist,Rourkela,Odisha,6,14,0
16911,16912,275750,22,9,single,rented,no,Army_officer,Tinsukia,Assam,9,11,0
102780,102781,2667227,76,6,single,rented,no,Official,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
162337,162338,1964155,51,13,single,rented,no,Physician,Shivpuri,Madhya_Pradesh,7,10,0
84255,84256,6815932,77,6,single,rented,yes,Fashion_Designer,Ulhasnagar,Maharashtra,6,14,1
52445,52446,3218946,25,0,single,rented,no,Software_Developer,Vijayanagaram,Andhra_Pradesh,0,11,1
7430,7431,5231498,48,11,single,rented,yes,Technician,Katni,Madhya_Pradesh,3,10,0
88248,88249,6184253,42,20,single,rented,no,Chemical_engineer,Sonipat,Haryana,12,13,0
143657,143658,4035806,40,12,single,rented,no,Scientist,Nashik,Maharashtra,12,12,0
92216,92217,7962325,61,17,single,rented,no,Surveyor,Bhopal,Madhya_Pradesh,12,12,0
237857,237858,5471947,66,0,single,rented,no,Geologist,Jhansi,Uttar_Pradesh,0,12,0
244697,244698,2463693,68,11,married,rented,no,Librarian,Unnao,Uttar_Pradesh,8,11,1
212766,212767,383282,23,0,single,rented,yes,Comedian,Aligarh,Uttar_Pradesh,0,13,0
183911,183912,3498735,38,3,single,rented,yes,Technician,New_Delhi,Delhi,3,14,0
250664,250665,680642,40,14,single,rented,yes,Economist,Sikar,Rajasthan,6,11,0
83301,83302,796965,39,19,single,rented,no,Technical_writer,Pali,Rajasthan,11,12,0
8837,8838,9981206,61,18,single,rented,no,Comedian,Bhagalpur,Bihar,12,10,0
192972,192973,8321716,58,10,single,rented,no,Mechanical_engineer,Jammu[16],Jammu_and_Kashmir,4,13,0
158868,158869,4485772,52,20,single,rented,no,Microbiologist,Nangloi_Jat,Delhi,6,10,0
67643,67644,3972501,48,0,single,rented,yes,Microbiologist,Avadi,Tamil_Nadu,0,14,0
32268,32269,6152639,27,12,single,rented,no,Scientist,Chennai,Tamil_Nadu,7,11,0
167890,167891,3310900,62,3,single,rented,yes,Dentist,Jaipur,Rajasthan,3,11,0
32510,32511,9830639,70,16,single,rented,no,Army_officer,Kadapa[23],Andhra_Pradesh,5,11,0
131187,131188,9470213,41,5,single,norent_noown,yes,Web_designer,Bidar,Karnataka,5,13,0
89686,89687,2546609,41,6,single,rented,no,Designer,Berhampore,West_Bengal,6,13,0
25282,25283,9768782,61,10,single,rented,yes,Surveyor,Hajipur[31],Bihar,5,11,0
32734,32735,4536797,69,8,single,rented,no,Consultant,Mathura,Uttar_Pradesh,4,11,0
208040,208041,3816048,55,1,single,rented,no,Chemical_engineer,Sirsa,Haryana,1,14,0
151568,151569,2808095,24,11,married,rented,no,Industrial_Engineer,Nanded,Maharashtra,6,14,0
144645,144646,6969623,26,17,single,rented,no,Technology_specialist,Raipur,Chhattisgarh,9,11,0
164681,164682,7686186,69,15,single,owned,yes,Air_traffic_controller,Bhiwandi,Maharashtra,4,13,0
232091,232092,1591912,56,9,single,rented,yes,Drafter,Malegaon,Maharashtra,9,11,0
240823,240824,5212610,33,7,single,rented,no,Librarian,Bulandshahr,Uttar_Pradesh,7,14,0
124133,124134,7924077,54,14,single,rented,yes,Financial_Analyst,Purnia[26],Bihar,13,11,0
56690,56691,9744621,72,14,single,rented,no,Web_designer,Bellary,Karnataka,11,12,0
107892,107893,9331890,68,5,single,rented,no,Police_officer,Adoni,Andhra_Pradesh,5,14,0
140574,140575,8774556,63,2,single,rented,no,Flight_attendant,Howrah,West_Bengal,2,12,0
242137,242138,5547256,23,20,single,rented,no,Web_designer,New_Delhi,Delhi,12,14,0
18934,18935,681915,24,16,single,rented,no,Scientist,Ulhasnagar,Maharashtra,9,10,1
236777,236778,8174468,42,17,single,rented,yes,Surveyor,Pudukkottai,Tamil_Nadu,3,12,0
26479,26480,1109071,57,20,single,rented,yes,Magistrate,Machilipatnam,Andhra_Pradesh,3,14,0
185637,185638,9441892,51,0,single,rented,yes,Police_officer,Rourkela,Odisha,0,11,0
118088,118089,7548739,78,17,single,rented,yes,Analyst,Barasat,West_Bengal,9,13,0
14135,14136,3593774,57,11,single,rented,no,Technical_writer,Jalgaon,Maharashtra,11,11,1
184732,184733,6396717,38,19,single,rented,no,Police_officer,Tirunelveli,Tamil_Nadu,9,12,0
197578,197579,9361569,64,9,single,rented,no,Artist,Tirupati[21][22],Andhra_Pradesh,9,10,0
44889,44890,4276227,31,11,single,rented,no,Secretary,Karawal_Nagar,Delhi,11,13,1
